,carat,cut,color,clarity,depth,table,price,length,width,height
39251,0.37,Premium,D,VVS1,61.4,58.0,1069,4.63,4.65,2.85
2195,0.9,Good,E,SI2,64.1,57.0,3139,6.07,6.09,3.9
36319,0.32,Ideal,G,VVS2,61.8,55.0,936,4.43,4.41,2.73
557,0.72,Ideal,E,SI1,62.3,57.0,2831,5.7,5.76,3.57
4691,0.79,Ideal,H,VVS1,62.0,56.0,3675,5.92,5.96,3.68
14388,0.3,Good,H,VVS2,63.7,55.0,605,4.24,4.27,2.71
27342,1.58,Ideal,E,VS1,62.6,56.0,17894,7.41,7.44,4.65
36696,0.39,Ideal,G,VVS2,62.2,54.0,952,4.67,4.7,2.91
8340,1.02,Ideal,J,VS2,60.7,57.0,4397,6.5,6.54,3.96
16469,1.2,Very Good,G,VS2,63.3,57.0,6580,6.69,6.64,4.22
9771,1.11,Ideal,H,SI2,62.0,54.0,4662,6.64,6.61,4.11
33140,0.31,Good,G,VVS1,63.4,57.0,816,4.32,4.36,2.75
4785,1.0,Good,E,SI2,57.7,65.0,3696,6.55,6.59,3.79
15876,1.4,Ideal,J,SI1,62.1,57.0,6350,7.17,7.14,4.44
36168,0.32,Ideal,F,IF,60.9,57.0,929,4.4,4.44,2.69
52219,0.5,Ideal,D,VVS2,61.4,55.0,2482,5.13,5.16,3.16
21943,1.53,Premium,I,VS2,62.0,58.0,10013,7.36,7.41,4.58
49197,0.58,Very Good,G,VVS2,62.0,57.0,2078,5.33,5.34,3.31
923,0.7,Ideal,H,VVS1,62.0,55.0,2881,5.74,5.71,3.55
461,0.71,Good,E,SI1,62.8,64.0,2817,5.6,5.54,3.5
48028,0.74,Very Good,J,SI2,59.1,58.0,1923,5.93,5.99,3.52
40459,0.5,Ideal,H,SI1,62.0,56.0,1140,5.08,5.11,3.16
25329,1.59,Ideal,H,VS1,61.8,56.0,14031,7.49,7.53,4.64
24470,1.51,Premium,E,SI1,60.6,59.0,12738,7.45,7.41,4.5
15013,1.01,Very Good,G,VS2,61.9,58.0,6047,6.37,6.42,3.96
33386,0.32,Ideal,E,VVS1,61.6,56.0,827,4.37,4.43,2.71
25079,2.01,Premium,H,VS2,62.6,59.0,13599,8.02,7.88,4.98
113,0.74,Very Good,G,SI1,62.2,59.0,2762,5.73,5.82,3.59
2917,0.91,Good,G,SI1,64.3,60.0,3286,6.12,6.04,3.91
34935,0.28,Very Good,H,VS2,61.4,57.0,376,4.21,4.23,2.59
25444,1.5,Premium,F,VS2,61.6,58.0,14199,7.37,7.31,4.52
53678,0.56,Ideal,E,VVS2,61.7,56.0,2712,5.31,5.33,3.28
48491,0.55,Ideal,G,VVS2,62.0,56.0,1981,5.26,5.28,3.27
25494,1.53,Very Good,E,VS2,61.2,60.0,14282,7.49,7.4,4.56
53353,1.0,Ideal,J,SI2,61.2,56.0,2657,6.49,6.38,3.94
10103,1.1,Very Good,F,SI2,59.1,57.0,4715,6.72,6.82,4.0
38159,0.34,Ideal,E,VVS1,62.0,56.0,1014,4.48,4.52,2.79
41974,0.53,Ideal,I,VS1,61.6,55.0,1263,5.21,5.25,3.22
31201,0.32,Premium,D,SI1,58.3,58.0,756,4.54,4.49,2.63
12637,1.0,Ideal,F,SI1,61.9,56.0,5292,6.41,6.36,3.95
13763,1.35,Good,I,VS2,59.2,65.0,5610,7.18,7.13,4.23
35744,0.3,Ideal,D,VS2,62.5,57.0,911,4.29,4.25,2.67
35153,0.4,Ideal,D,VS2,62.1,53.0,890,4.77,4.8,2.97
28947,0.3,Ideal,G,VVS2,62.7,57.0,684,4.26,4.32,2.69
13656,1.32,Premium,I,SI2,61.3,59.0,5588,7.01,6.95,4.28
46545,0.51,Ideal,E,VS2,61.8,56.0,1781,5.14,5.12,3.17
27029,2.0,Premium,F,SI1,58.8,61.0,17172,8.29,8.23,4.86
29253,0.32,Ideal,G,VVS2,61.2,58.0,698,4.39,4.43,2.7
9450,0.9,Very Good,I,IF,62.6,59.0,4596,6.12,6.15,3.84
40219,0.4,Ideal,G,VVS1,62.4,57.0,1123,4.74,4.78,2.97
35980,0.42,Premium,G,VS1,60.8,59.0,921,4.79,4.85,2.93
16077,1.17,Ideal,G,SI1,60.7,56.0,6419,6.79,6.84,4.13
51098,0.7,Premium,E,SI2,63.0,58.0,2335,5.69,5.64,3.57
54,0.22,Premium,D,VS2,59.3,62.0,404,3.91,3.88,2.31
31293,0.32,Ideal,E,VS1,61.6,57.0,758,4.35,4.39,2.69
49962,0.3,Very Good,E,SI2,63.5,55.0,540,4.3,4.27,2.72
38338,0.32,Premium,G,IF,59.4,59.0,1020,4.51,4.48,2.67
10369,1.0,Ideal,D,SI1,60.2,57.0,4774,6.48,6.54,3.92
19063,1.01,Very Good,G,VVS2,60.8,59.0,7847,6.42,6.5,3.93
49915,0.7,Premium,F,SI1,62.6,55.0,2184,5.65,4.5,3.0
42797,0.5,Very Good,G,VS2,60.9,58.0,1351,5.08,5.1,3.1
15954,1.27,Ideal,E,SI2,60.2,57.0,6383,7.09,7.14,4.28
22561,1.52,Ideal,I,IF,62.2,57.0,10609,7.33,7.27,4.54
53097,0.71,Ideal,F,SI2,62.1,55.7,2614,5.7,5.75,3.56
5921,1.0,Good,G,SI2,57.4,60.0,3941,6.63,6.53,3.78
2548,0.83,Ideal,D,SI2,62.1,56.0,3207,6.0,6.04,3.74
27070,2.3,Ideal,I,SI1,62.2,60.0,17193,8.43,8.39,5.23
10705,0.91,Very Good,G,VVS2,63.4,58.0,4849,6.1,6.14,3.88
44371,0.43,Ideal,F,IF,61.5,56.0,1580,4.89,4.86,3.0
4901,0.72,Ideal,D,SI1,61.2,56.0,3722,5.77,5.79,3.54
2619,0.9,Premium,G,SI2,61.3,55.0,3226,6.18,6.12,3.77
20947,1.73,Premium,J,SI1,61.0,59.0,9165,7.75,7.68,4.71
19739,1.02,Ideal,G,IF,62.5,57.0,8311,6.44,6.37,4.0
46349,0.58,Ideal,H,VS1,61.1,57.0,1759,5.38,5.42,3.3
15453,1.3,Premium,I,SI1,58.1,59.0,6188,7.19,7.16,4.17
41096,0.57,Ideal,G,SI2,61.6,54.0,1193,5.35,5.37,3.3
27275,2.0,Very Good,G,SI1,63.0,55.0,17724,7.96,8.1,5.06
882,0.9,Good,J,SI1,64.0,61.0,2873,6.0,5.96,3.83
11666,1.01,Good,I,VS1,59.0,63.5,5056,6.5,6.57,3.86
8948,1.19,Premium,I,SI2,62.6,58.0,4498,6.82,6.69,4.23
16896,1.13,Premium,G,VS2,62.5,58.0,6743,6.69,6.59,4.15
4738,0.3,Ideal,F,VS2,61.9,54.0,573,4.29,4.33,2.67
37900,0.41,Ideal,D,VS2,61.7,56.0,1007,4.78,4.81,2.96
28167,0.32,Ideal,G,VS1,61.6,55.0,665,4.43,4.5,2.75
8555,0.91,Very Good,F,VS2,63.4,55.0,4434,6.22,6.18,3.93
32240,0.43,Ideal,I,VS1,62.2,53.0,789,4.86,4.91,3.04
36649,0.43,Very Good,E,SI1,63.2,57.0,948,4.84,4.78,3.04
980,0.71,Very Good,G,VS2,60.9,56.0,2895,5.75,5.78,3.51
41401,0.52,Ideal,F,SI1,62.0,53.0,1223,5.16,5.2,3.21
50605,0.7,Premium,G,SI1,61.6,61.0,2285,5.7,5.63,3.49
19793,1.22,Premium,G,VS2,61.8,58.0,8362,6.91,6.84,4.25
31452,0.34,Ideal,G,VS2,61.5,55.0,765,4.5,4.47,2.76
10177,1.08,Ideal,G,SI2,62.1,57.0,4733,6.56,6.58,4.08
17331,1.16,Ideal,H,VS2,62.1,57.0,6954,6.7,6.73,4.17
37194,0.46,Ideal,I,VS1,62.3,56.0,974,4.96,4.93,3.08
19378,0.4,Good,E,SI2,63.5,56.0,622,4.68,4.71,2.98
2727,0.34,Ideal,E,SI1,62.6,55.0,565,4.46,4.49,2.8
52143,0.7,Ideal,I,VS1,61.8,55.0,2469,5.67,5.72,3.52
45966,0.24,Good,E,VVS1,58.0,60.0,526,4.08,4.12,2.38
40815,0.32,Ideal,E,IF,62.6,55.0,1170,4.41,4.38,2.75
25815,2.31,Very Good,J,VS2,59.7,60.0,14830,8.53,8.59,5.11
45995,0.53,Very Good,G,VVS2,60.5,59.0,1724,5.24,5.29,3.19
49814,0.59,Ideal,G,VVS1,61.5,57.0,2166,5.4,5.46,3.34
3914,0.74,Ideal,G,VVS2,60.9,58.0,3495,5.85,5.88,3.57
50249,0.7,Premium,F,SI2,59.6,58.0,2234,5.79,5.72,3.43
16263,1.01,Ideal,G,VS2,61.8,57.0,6504,6.43,6.41,3.97
32639,0.34,Very Good,I,SI1,60.4,56.0,459,4.54,4.56,2.75
20603,1.5,Good,E,SI2,63.0,59.0,8910,7.18,7.24,4.54
4824,0.9,Premium,F,SI2,58.0,57.0,3704,6.41,6.34,3.7
12702,0.26,Very Good,E,VVS1,62.9,58.0,599,4.06,4.08,2.56
6130,1.21,Premium,J,SI2,60.8,58.0,3984,6.93,6.88,4.19
33088,0.37,Ideal,G,VVS2,61.6,55.0,815,4.62,4.66,2.86
18978,1.51,Very Good,J,SI1,60.9,59.0,7812,7.33,7.41,4.49
28295,0.3,Ideal,G,SI1,62.0,57.0,432,4.27,4.31,2.66
27504,1.73,Very Good,G,VVS2,62.6,55.0,18211,7.66,7.76,4.83
1537,0.9,Very Good,I,SI2,62.5,58.0,3001,6.1,6.15,3.83
49925,0.7,Very Good,E,SI1,59.1,63.0,2184,5.89,5.81,3.46
28282,0.23,Ideal,G,SI1,62.0,54.0,364,3.95,3.99,2.46
28488,0.42,Ideal,J,VVS2,61.7,54.0,673,4.83,4.86,2.99
40359,0.43,Ideal,D,VS2,60.7,57.0,1129,4.91,4.88,2.97
14662,1.02,Premium,D,SI1,60.6,59.0,5918,6.53,6.47,3.94
37098,0.41,Ideal,E,SI1,62.7,57.0,969,4.77,4.74,2.98
39482,0.41,Ideal,E,VS1,62.7,57.0,1079,4.72,4.76,2.97
34757,0.41,Premium,H,SI1,62.9,58.0,876,4.73,4.72,2.97
32196,0.35,Ideal,E,SI1,61.0,57.0,788,4.57,4.54,2.78
11844,1.13,Premium,H,SI1,62.3,58.0,5101,6.67,6.68,4.16
9177,1.04,Premium,D,SI2,61.9,58.0,4543,6.54,6.49,4.03
37044,0.34,Ideal,D,VS2,61.4,55.0,967,4.51,4.54,2.78
16364,0.33,Very Good,I,VVS1,61.7,61.0,608,4.43,4.45,2.74
22757,1.02,Premium,D,VVS2,61.4,58.0,10773,6.46,6.43,3.96
37490,0.35,Ideal,E,VS2,61.6,56.0,984,4.54,4.52,2.79
40783,0.61,Good,E,I1,63.4,57.1,1168,5.37,5.43,3.42
33008,0.43,Premium,F,SI2,58.3,62.0,813,4.97,4.91,2.88
9694,0.32,Good,D,SI1,63.3,57.0,589,4.36,4.39,2.77
7127,0.9,Ideal,H,VS2,61.6,57.0,4173,6.17,6.29,3.84
38888,0.4,Good,G,VVS2,61.4,64.0,1050,4.7,4.65,2.87
33838,0.38,Ideal,F,SI1,60.9,55.0,844,4.7,4.72,2.87
49388,0.57,Ideal,D,VS2,61.8,56.0,2103,5.34,5.31,3.29
47627,0.51,Ideal,D,VS2,61.2,55.0,1882,5.18,5.16,3.16
50751,0.56,Ideal,F,VVS2,61.9,56.0,2298,5.28,5.32,3.28
40682,0.5,Very Good,E,SI1,63.4,58.0,1155,5.09,5.01,3.2
46892,0.56,Ideal,F,VS2,61.6,55.0,1814,5.32,5.29,3.27
22838,1.5,Very Good,I,VVS2,62.0,53.0,10873,7.3,7.34,4.54
8378,0.31,Ideal,F,VS2,61.9,57.0,583,4.32,4.34,2.68
34320,0.35,Ideal,H,IF,61.7,54.0,859,4.53,4.55,2.8
47892,0.54,Ideal,D,VS2,61.9,55.0,1913,5.24,5.23,3.24
12048,0.34,Ideal,G,VS2,62.0,54.0,596,4.47,4.5,2.78
26418,1.7,Ideal,G,VS2,61.3,57.0,15941,7.67,7.6,4.68
24090,1.51,Premium,E,SI1,59.6,61.0,12236,7.53,7.43,4.46
24120,1.52,Good,F,VS2,57.8,59.0,12283,7.58,7.5,4.36
5235,1.16,Premium,F,SI2,62.1,59.0,3787,6.74,6.63,4.15
27319,2.18,Premium,G,SI2,61.9,60.0,17841,8.24,8.29,5.12
7781,1.02,Premium,H,SI2,60.9,59.0,4284,6.51,6.46,3.95
8901,1.07,Premium,I,VS2,60.7,58.0,4491,6.62,6.66,4.03
15651,1.0,Good,E,SI1,61.1,58.0,6275,6.43,6.41,3.92
5201,0.73,Ideal,E,VVS2,62.0,57.0,3780,5.73,5.79,3.57
32898,0.3,Very Good,I,IF,63.3,57.0,810,4.3,4.23,2.7
47645,0.23,Ideal,F,VVS2,60.9,57.0,530,3.95,3.97,2.41
28383,0.33,Premium,I,VS1,62.7,58.0,668,4.43,4.4,2.77
51547,0.78,Premium,I,SI1,61.9,58.0,2387,5.93,5.87,3.65
5236,0.85,Ideal,E,SI2,60.1,56.0,3787,6.17,6.18,3.71
1714,0.32,Ideal,G,VS2,61.4,56.0,561,4.37,4.39,2.69
5757,1.04,Premium,G,SI2,60.6,59.0,3896,6.6,6.56,3.99
18864,1.57,Ideal,J,SI1,62.3,57.0,7737,7.45,7.39,4.62
49466,0.52,Very Good,G,VVS1,61.1,58.0,2113,5.19,5.22,3.18
50107,0.51,Ideal,G,IF,61.4,54.0,2208,5.18,5.24,3.2
19159,1.08,Ideal,F,VS2,62.3,54.0,7917,6.6,6.56,4.1
36679,0.4,Ideal,D,SI1,62.5,55.0,950,4.73,4.71,2.95
7670,1.11,Ideal,I,SI1,62.4,55.0,4273,6.6,6.64,4.13
31757,0.4,Premium,D,SI1,61.7,58.0,772,4.7,4.74,2.91
18269,1.44,Premium,H,SI2,62.1,55.0,7419,7.25,7.2,4.49
28501,0.4,Ideal,E,SI1,62.2,54.0,673,4.74,4.78,2.96
10428,1.09,Ideal,H,SI1,61.9,56.0,4784,6.61,6.64,4.1
19779,1.5,Good,J,VS1,60.7,61.0,8347,7.27,7.3,4.42
22151,1.51,Ideal,H,VS1,61.2,58.0,10186,7.36,7.42,4.52
5485,0.9,Very Good,G,SI1,62.0,58.0,3841,6.14,6.18,3.82
53902,0.77,Very Good,E,SI2,59.9,61.0,2753,5.98,6.01,3.59
26209,1.5,Very Good,D,VS1,60.2,59.0,15600,7.3,7.36,4.41
47153,0.52,Very Good,G,VVS2,59.9,56.0,1833,5.22,5.27,3.14
5348,0.9,Very Good,D,SI1,62.4,63.0,3812,6.13,6.04,3.8
41851,0.53,Ideal,G,SI1,62.0,60.0,1255,5.18,5.2,3.22
8053,0.23,Very Good,F,VVS2,61.6,57.0,583,3.96,3.99,2.45
47709,0.57,Ideal,E,VS1,61.6,55.0,1884,5.32,5.36,3.29
24002,1.74,Premium,I,VS2,58.6,59.0,12168,7.99,7.87,4.65
31359,0.43,Ideal,F,SI1,62.5,56.0,760,4.82,4.84,3.02
12700,0.26,Good,E,VVS2,63.1,59.0,599,4.04,4.08,2.56
252,0.63,Premium,E,VVS2,62.1,57.0,2789,5.48,5.41,3.38
38529,0.34,Ideal,E,VS1,61.2,57.0,1033,4.51,4.45,2.74
22845,1.51,Good,E,SI2,58.9,61.0,10884,7.54,7.5,4.43
50379,0.7,Fair,G,VS1,68.5,58.0,2250,5.47,5.34,3.7
24823,1.51,Ideal,G,VS2,59.8,57.0,13214,7.48,7.53,4.48
17007,1.33,Premium,F,SI2,59.9,58.0,6790,7.17,7.13,4.28
17689,1.19,Premium,G,VS2,62.3,58.0,7130,6.82,6.77,4.23
23748,1.54,Premium,E,SI1,59.3,60.0,11795,7.58,7.54,4.48
40926,0.3,Ideal,E,SI1,61.1,57.0,499,4.3,4.34,2.64
49556,0.71,Good,F,SI2,64.1,60.0,2130,0.0,0.0,0.0
24477,1.3,Ideal,F,VVS2,62.1,55.0,12745,7.04,6.96,4.35
32580,0.32,Good,E,VVS1,59.4,61.0,801,4.45,4.48,2.65
39406,0.41,Ideal,G,VVS2,62.9,56.0,1076,4.74,4.7,2.97
30266,0.31,Good,E,VVS1,60.9,61.0,725,4.32,4.35,2.64
13561,1.02,Very Good,E,SI1,59.2,56.0,5553,6.57,6.63,3.91
31482,0.34,Premium,G,VS2,60.3,59.0,765,4.53,4.49,2.72
29542,0.4,Fair,H,VS2,65.1,59.0,704,4.58,4.63,3.0
906,0.7,Good,F,VS1,59.1,62.0,2877,5.82,5.86,3.44
30154,0.45,Premium,J,SI2,60.9,57.0,720,4.95,4.9,3.05
31756,0.44,Premium,G,SI1,60.1,60.0,772,4.86,4.95,2.95
50334,0.55,Ideal,F,VVS2,62.4,55.0,2242,5.24,5.28,3.28
41240,0.73,Premium,F,I1,59.3,61.0,1207,5.88,5.75,3.46
47652,0.23,Ideal,D,VVS2,62.1,57.0,530,3.92,3.97,2.45
29802,0.3,Premium,D,SI1,62.2,58.0,709,4.31,4.28,2.67
31413,0.3,Ideal,G,VVS1,62.0,58.0,764,4.28,4.3,2.66
14199,1.0,Very Good,F,VS2,62.7,56.0,5759,6.29,6.34,3.96
45109,0.51,Ideal,E,SI1,61.5,55.0,1649,5.18,5.15,3.18
29624,0.26,Very Good,H,VVS2,59.8,61.0,440,4.15,4.18,2.49
49430,0.7,Ideal,H,SI1,61.1,58.0,2107,5.69,5.7,3.48
25498,1.52,Premium,G,VS1,61.2,60.0,14293,7.37,7.4,4.52
30944,0.27,Ideal,H,VS1,62.2,56.0,449,4.12,4.15,2.57
6023,1.0,Good,D,SI2,64.3,60.0,3965,6.22,6.19,3.99
25502,1.51,Premium,F,VS2,62.5,58.0,14294,7.36,7.21,4.55
3394,0.27,Very Good,F,IF,59.4,61.0,567,4.23,4.26,2.52
22354,0.31,Ideal,H,VS2,62.2,55.0,628,4.39,4.35,2.72
35971,0.4,Premium,F,SI1,61.7,62.0,920,4.76,4.71,2.92
39571,0.44,Premium,F,VS1,61.9,59.0,1081,4.84,4.88,3.01
5771,0.91,Ideal,E,SI2,60.8,56.0,3898,6.29,6.25,3.81
44872,0.52,Very Good,G,VS1,62.3,58.0,1629,5.14,5.17,3.21
49604,0.7,Good,H,VS2,64.5,57.0,2137,5.53,5.57,3.58
16300,1.01,Very Good,E,VS2,60.4,58.0,6522,6.47,6.6,3.95
20654,1.01,Good,D,VVS2,63.7,57.0,8943,6.29,6.36,4.03
48931,0.53,Very Good,E,VVS2,63.1,60.0,2043,5.12,5.08,3.22
48068,0.56,Very Good,F,VS1,61.2,58.0,1929,5.32,5.33,3.26
25121,2.01,Very Good,I,SI2,59.5,58.0,13669,8.18,8.21,4.88
28082,0.31,Ideal,D,VS2,62.4,57.0,662,4.34,4.31,2.7
7578,1.0,Very Good,F,SI2,59.9,61.0,4255,6.42,6.46,3.86
23862,1.34,Ideal,G,VVS2,62.0,55.0,11955,7.02,7.08,4.37
14982,1.16,Ideal,H,SI1,62.2,54.0,6036,6.72,6.75,4.19
23208,1.5,Very Good,G,VS1,59.1,62.0,11216,7.38,7.42,4.37
51654,0.26,Ideal,H,VVS1,62.2,55.0,545,4.09,4.11,2.55
28004,0.3,Ideal,E,VS2,61.4,55.0,658,4.32,4.34,2.66
10811,0.72,Ideal,E,VVS1,61.4,57.0,4864,5.74,5.79,3.54
32678,0.31,Premium,G,VS1,60.8,61.0,802,4.35,4.33,2.64
49598,0.71,Very Good,G,SI1,63.2,58.0,2137,5.58,5.68,3.56
22369,0.31,Premium,H,VS2,62.2,58.0,628,4.34,4.31,2.69
7606,1.0,Good,E,SI2,61.5,61.0,4258,6.35,6.43,3.93
14636,1.22,Premium,J,VS1,61.7,59.0,5910,6.92,6.85,4.25
41300,0.38,Ideal,E,VVS1,61.8,56.0,1211,4.67,4.62,2.87
8243,1.07,Ideal,E,SI2,61.7,57.0,4374,6.59,6.56,4.06
24042,0.43,Very Good,F,SI2,58.3,62.0,633,4.91,4.97,2.88
39817,0.5,Very Good,E,SI2,63.2,61.0,1097,5.05,5.02,3.18
6882,1.01,Ideal,H,SI2,60.1,60.0,4131,6.54,6.5,3.92
37593,0.24,Very Good,E,VVS2,58.9,63.0,485,4.05,4.07,2.39
30119,0.32,Ideal,G,VS2,62.0,57.0,720,4.41,4.39,2.73
33122,0.39,Ideal,I,VS1,62.5,54.0,816,4.67,4.7,2.92
51994,0.71,Ideal,G,VS2,62.9,56.0,2443,5.73,5.68,3.59
2811,0.7,Premium,E,VVS1,61.7,59.0,3265,5.67,5.71,3.51
40762,0.46,Very Good,I,VVS1,63.5,57.0,1164,4.91,4.85,3.1
39254,0.38,Ideal,E,VS1,61.9,56.0,1069,4.67,4.63,2.88
6379,0.25,Premium,E,VVS2,61.5,59.0,576,4.02,4.04,2.48
48647,0.34,Ideal,H,VS2,61.7,57.0,537,4.46,4.48,2.76
46121,0.52,Premium,E,VS2,62.8,55.0,1743,5.15,5.11,3.22
6280,1.01,Good,I,VS1,63.8,57.0,4016,6.31,6.23,4.0
24681,1.74,Premium,I,VS1,62.5,57.0,13037,7.71,7.67,4.81
34763,0.41,Premium,E,SI2,61.3,57.0,876,4.83,4.79,2.95
32905,0.33,Ideal,F,VVS2,62.2,56.0,810,4.43,4.45,2.76
43597,0.31,Ideal,I,VS1,61.2,55.0,507,4.37,4.39,2.68
22973,1.52,Premium,I,VVS2,61.6,58.0,11021,7.41,7.37,4.55
44178,0.51,Premium,E,VS2,61.5,60.0,1567,5.12,5.09,3.14
46213,0.57,Ideal,F,SI1,62.2,56.0,1751,5.33,5.31,3.31
49898,0.65,Very Good,G,VVS2,61.3,59.0,2178,5.51,5.61,3.41
3203,0.97,Premium,H,SI2,58.8,58.0,3346,6.44,6.41,3.78
20330,1.5,Good,I,SI1,64.0,60.0,8736,7.25,7.13,4.6
32573,0.38,Ideal,F,VS2,62.2,57.0,800,4.6,4.63,2.87
39414,0.41,Ideal,F,VS1,62.3,55.0,1076,4.79,4.77,2.98
33894,0.3,Ideal,E,VS2,62.1,55.0,844,4.32,4.28,2.67
18832,1.12,Ideal,G,VS1,61.6,55.0,7716,6.69,6.72,4.13
21454,1.04,Ideal,E,VVS2,62.0,58.0,9552,6.54,6.46,4.03
50809,0.7,Very Good,E,SI2,63.2,61.0,2307,5.62,5.59,3.54
29129,0.3,Very Good,H,IF,62.3,56.0,691,4.3,4.33,2.68
31020,0.37,Premium,I,VS1,61.4,59.0,749,4.61,4.55,2.81
30663,0.3,Premium,F,VVS2,61.1,59.0,737,4.29,4.32,2.63
8626,0.93,Premium,D,SI1,60.8,59.0,4448,6.27,6.24,3.8
5522,0.9,Premium,G,VS2,62.9,62.0,3850,6.06,6.02,3.8
23397,0.36,Very Good,E,VS2,62.9,56.0,631,4.52,4.54,2.85
4926,1.13,Ideal,E,I1,62.0,55.0,3729,6.66,6.7,4.14
41901,0.59,Very Good,J,VS2,62.1,57.0,1261,5.34,5.39,3.33
48926,0.74,Very Good,F,SI2,63.2,58.0,2042,5.75,5.71,3.62
3474,1.01,Premium,E,I1,59.8,58.0,3394,6.57,6.53,3.92
9348,1.09,Very Good,I,SI2,62.5,57.0,4584,6.56,6.58,4.11
35433,0.32,Ideal,E,VS2,62.1,55.0,900,4.43,4.39,2.74
440,0.95,Fair,F,SI2,56.0,60.0,2815,6.62,6.53,3.68
13941,1.22,Premium,H,SI2,60.7,59.0,5671,6.91,6.87,4.18
25039,0.3,Premium,F,SI1,62.1,61.0,641,4.29,4.25,2.65
52831,0.71,Good,E,SI1,58.4,61.0,2573,5.85,5.93,3.44
26989,2.01,Ideal,F,SI2,62.2,56.0,17078,8.05,8.08,5.02
43288,0.31,Ideal,H,VS2,61.4,56.0,507,4.38,4.42,2.7
21164,1.0,Very Good,E,VVS2,61.7,55.0,9324,6.38,6.42,3.95
6830,0.9,Good,D,SI1,63.8,58.0,4120,6.13,6.09,3.9
11581,1.25,Premium,I,SI2,61.0,60.0,5040,6.98,6.93,4.24
20538,1.03,Ideal,F,VVS2,61.6,56.0,8860,6.53,6.46,4.0
5128,0.91,Ideal,F,SI2,60.3,57.0,3763,6.26,6.34,3.8
31074,0.3,Good,F,VVS1,63.7,59.0,752,4.17,4.24,2.68
26761,2.0,Very Good,F,SI1,63.6,58.0,16580,7.91,7.98,5.05
2895,0.91,Good,G,SI2,63.6,59.0,3282,6.15,6.11,3.9
53285,0.3,Premium,I,VVS1,62.6,60.0,552,4.25,4.28,2.67
53350,0.7,Good,H,VVS2,63.8,57.0,2657,5.61,5.51,3.55
44422,0.75,Premium,J,SI2,62.9,56.0,1588,5.76,5.72,3.61
17820,1.25,Ideal,H,SI1,62.2,54.0,7182,6.93,6.88,4.3
20363,1.7,Ideal,J,SI1,60.9,57.0,8758,7.73,7.66,4.69
37709,0.34,Premium,E,VVS2,62.7,59.0,995,4.43,4.41,2.77
1475,1.0,Premium,G,I1,62.5,62.0,2984,6.42,6.35,3.99
28288,0.3,Ideal,I,SI2,62.4,54.0,367,4.32,4.34,2.7
43511,0.51,Good,D,SI1,63.3,57.0,1423,5.06,5.09,3.21
19342,1.06,Premium,E,VS1,63.0,58.0,8044,6.49,6.46,4.08
12360,0.26,Very Good,E,VVS2,63.0,58.0,597,4.0,4.03,2.53
39565,0.64,Good,E,SI2,56.6,59.0,1080,5.77,5.74,3.26
47229,0.7,Good,H,SI1,65.4,59.0,1840,5.46,5.52,3.59
22555,1.35,Ideal,D,VS2,61.3,57.0,10602,7.09,7.13,4.36
44921,0.73,Fair,F,SI2,64.7,56.0,1631,5.6,5.53,3.6
18731,1.51,Ideal,J,VS2,62.4,57.0,7651,7.35,7.3,4.57
38871,0.4,Premium,F,VS1,62.9,58.0,1050,4.71,4.67,2.95
21322,1.35,Premium,G,VS2,62.8,59.0,9471,7.04,7.01,4.41
20692,1.23,Premium,G,VVS2,59.6,59.0,8971,6.98,6.95,4.15
37426,0.33,Ideal,G,IF,61.6,56.0,984,4.45,4.48,2.75
38974,0.4,Ideal,E,VS1,61.2,57.0,1053,4.74,4.77,2.91
24454,1.53,Premium,G,VS2,61.8,59.0,12717,7.45,7.31,4.56
41267,0.31,Ideal,I,VS1,61.9,54.5,502,4.33,4.36,2.69
11506,1.01,Ideal,F,SI2,60.4,59.0,5020,6.48,6.51,3.92
16709,0.3,Very Good,E,SI2,61.7,61.0,421,4.29,4.33,2.66
17659,1.1,Premium,F,VS2,61.1,57.0,7115,6.71,6.65,4.08
48502,0.54,Ideal,G,VVS1,61.3,56.0,1982,5.23,5.28,3.22
45552,0.51,Premium,D,SI1,60.9,59.0,1687,5.19,5.13,3.14
37269,0.26,Ideal,H,VS1,62.3,54.0,482,4.07,4.11,2.55
8828,1.02,Premium,E,SI2,62.9,56.0,4478,6.43,6.36,4.02
47784,0.52,Ideal,G,VVS2,61.6,57.0,1897,5.16,5.2,3.19
52631,0.32,Ideal,G,VS1,61.3,55.0,551,4.43,4.45,2.72
11002,1.17,Premium,H,SI2,62.7,56.0,4914,6.74,6.68,4.21
52795,0.7,Very Good,E,SI1,59.1,62.0,2569,5.74,5.8,3.41
40829,0.32,Very Good,D,IF,62.0,56.0,1171,4.39,4.43,2.73
44687,0.51,Ideal,H,VVS2,60.1,57.0,1611,5.19,5.22,3.12
40404,0.54,Ideal,G,SI2,61.8,54.0,1133,5.24,5.28,3.25
37420,0.33,Ideal,E,VVS1,61.2,56.0,984,4.45,4.51,2.74
51646,0.26,Very Good,G,VVS1,61.4,56.0,545,4.13,4.15,2.54
41413,0.53,Very Good,D,SI2,59.3,61.0,1226,5.26,5.29,3.13
3049,0.27,Very Good,G,IF,60.8,57.0,566,4.2,4.22,2.56
40320,0.61,Very Good,J,SI2,58.1,63.0,1125,5.62,5.6,3.26
52079,0.53,Ideal,E,VVS2,60.5,57.0,2456,5.24,5.28,3.18
27968,0.3,Premium,E,VS2,62.6,58.0,658,4.26,4.3,2.68
